step;volume;A_0;B_0;C;L;p;Compl;Aext;Bext;A_ingresso;A_uscita;B_ingresso;B_uscita;A_netto;B_netto;Avicino;Amedio;Alontano
328;6.73161e-15;296;1494;21878;13793;1;1952;989;3462;497;136;1761;769;361;992;111;95;1
329;6.80057e-15;284;1451;22042;13874;1;1989;1008;3463;478;128;1720;754;350;966;112;95;1
330;6.86082e-15;254;1511;22244;13962;1;2005;1005;3464;503;144;1750;747;359;1003;112;96;1
331;6.92647e-15;306;1494;22463;14037;1;2002;1008;3464;474;131;1698;799;343;899;112;95;1
332;6.9826e-15;295;1547;22665;14133;1;2015;1029;3465;522;145;1752;763;377;989;112;95;1
333;7.05466e-15;274;1594;22885;14205;1;2014;1029;3465;480;157;1701;740;323;961;111;96;1
334;7.10886e-15;313;1542;23092;14271;1;2025;1012;3466;508;124;1697;818;384;879;110;96;2
335;7.15867e-15;279;1558;23290;14349;1;2058;1013;3466;466;134;1680;759;332;921;110;95;2
336;7.21769e-15;270;1516;23474;14421;1;2082;989;3467;482;119;1764;776;363;988;110;95;2
337;7.27231e-15;291;1516;23706;14508;1;2069;993;3467;481;146;1753;745;335;1008;109;95;2
338;7.33849e-15;299;1531;23930;14580;1;2065;1011;3468;507;140;1738;772;367;966;109;95;2
339;7.39342e-15;302;1487;24170;14665;1;2057;992;3469;531;142;1808;757;389;1051;109;95;2
340;7.45844e-15;265;1520;24353;14740;1;2080;1031;3469;459;150;1833;733;309;1100;109;96;2
341;7.51596e-15;279;1518;24581;14830;1;2079;987;3470;523;138;1719;749;385;970;109;95;2
342;7.58519e-15;299;1514;24780;14912;1;2098;1024;3470;530;139;1801;749;391;1052;109;94;2
343;7.64845e-15;273;1518;24998;15002;1;2092;1005;3471;509;138;1746;757;371;989;108;94;2
344;7.71808e-15;279;1526;25160;15081;1;2130;988;3471;497;145;1766;736;352;1030;108;94;2
345;7.77937e-15;292;1528;25318;15190;1;2161;987;3472;491;124;1787;776;367;1011;108;94;2
346;7.86421e-15;252;1459;25547;15272;1;2157;1027;3472;508;144;1728;747;364;981;108;94;2
347;7.92824e-15;303;1565;25767;15357;1;2142;989;3473;497;134;1789;729;363;1060;108;94;2
348;7.99479e-15;276;1567;25921;15435;1;2177;1024;3473;533;144;1727;744;389;983;108;94;2
349;8.05602e-15;294;1603;26160;15520;1;2164;1003;3474;529;140;1714;792;389;922;109;94;2
350;8.12293e-15;282;1674;26334;15613;1;2189;1023;3474;518;141;1776;761;377;1015;108;94;2
351;8.19634e-15;299;1511;26507;15693;1;2222;1026;3475;517;144;1690;814;373;876;108;94;2
352;8.25967e-15;298;1585;26692;15775;1;2235;1025;3475;516;158;1710;762;358;948;107;94;2
353;8.32476e-15;272;1572;26887;15860;1;2250;1008;3476;505;150;1779;745;355;1034;107;94;2
354;8.3924e-15;317;1526;27075;15933;1;2264;1027;3476;493;143;1681;771;350;910;106;93;2
355;8.45064e-15;292;1493;27316;16031;1;2264;1026;3477;512;157;1728;778;355;950;106;93;2
356;8.52904e-15;277;1450;27511;16124;1;2273;1029;3477;514;154;1748;763;360;985;105;93;2
357;8.60366e-15;287;1554;27680;16202;1;2297;988;3478;559;127;1775;756;432;1019;105;94;2
358;8.66641e-15;248;1526;27829;16296;1;2342;1003;3479;549;120;1703;755;429;948;105;93;2
359;8.74224e-15;257;1619;28031;16378;1;2349;999;3479;530;127;1728;774;403;954;106;92;2
360;8.80856e-15;305;1563;28269;16452;1;2334;974;3480;527;158;1724;757;369;967;105;92;2
361;8.86856e-15;262;1571;28451;16530;1;2352;993;3480;508;133;1746;765;375;981;104;92;2
362;8.93196e-15;274;1551;28613;16616;1;2379;973;3481;521;145;1654;777;376;877;104;92;2
363;9.00202e-15;261;1599;28820;16698;1;2391;995;3481;492;147;1699;784;345;915;103;92;2
364;9.069e-15;265;1629;29001;16765;1;2411;1016;3482;548;135;1779;810;413;969;103;91;2
365;9.12385e-15;286;1535;29230;16844;1;2406;978;3482;545;134;1789;760;411;1029;103;92;2
366;9.18867e-15;270;1569;29406;16918;1;2442;1016;3482;472;129;1752;788;343;964;103;92;2
367;9.24952e-15;277;1537;29562;17007;1;2480;1017;3483;525;145;1674;846;380;828;102;92;2
368;9.32289e-15;279;1510;29822;17082;1;2452;1019;3483;510;138;1717;793;372;924;102;92;2
369;9.38486e-15;283;1555;29940;17174;1;2505;1001;3484;519;155;1726;730;364;996;102;93;2
370;9.46107e-15;271;1525;30120;17242;1;2531;1000;3484;545;130;1728;758;415;970;102;93;2
371;9.51754e-15;268;1519;30302;17320;1;2566;999;3485;510;136;1762;763;374;999;102;94;2
372;9.58244e-15;260;1533;30482;17401;1;2599;978;3485;484;141;1759;777;343;982;102;94;2
373;9.64999e-15;280;1566;30645;17476;1;2629;944;3486;478;129;1689;764;349;925;102;94;2
374;9.71269e-15;270;1526;30859;17552;1;2632;946;3486;467;127;1778;790;340;988;102;94;2
375;9.77635e-15;257;1584;31013;17618;1;2661;896;3487;472;141;1676;756;331;920;101;94;2
376;9.83176e-15;254;1556;31257;17701;1;2632;876;3487;416;142;1690;730;274;960;101;94;2
377;9.90158e-15;226;1522;31494;17786;1;2601;889;3488;472;133;1732;815;339;917;100;95;2
378;9.97325e-15;224;1592;31753;17875;1;2557;865;3488;451;122;1755;724;329;1031;101;94;2
379;1.00485e-14;199;1564;31925;17965;1;2568;836;3489;451;110;1765;771;341;994;101;95;2
380;1.01248e-14;214;1573;32139;18045;1;2542;821;3489;392;130;1727;784;262;943;101;93;2
381;1.01927e-14;248;1605;32369;18109;1;2507;797;3490;406;114;1758;789;292;969;101;93;2
382;1.02472e-14;223;1576;32578;18180;1;2502;818;3490;386;99;1731;761;287;970;101;94;2
383;1.03077e-14;230;1602;32785;18248;1;2489;822;3491;401;121;1740;759;280;981;101;93;2
384;1.03658e-14;241;1590;32958;18333;1;2506;786;3491;412;113;1759;800;299;959;101;92;2
385;1.04386e-14;240;1573;33195;18407;1;2466;781;3491;386;100;1700;805;286;895;101;92;2
386;1.05021e-14;210;1623;33404;18490;1;2443;763;3492;381;118;1663;757;263;906;101;92;3
387;1.05735e-14;226;1554;33608;18570;1;2425;776;3492;385;107;1762;817;278;945;102;92;3
388;1.06424e-14;240;1526;33809;18647;1;2411;752;3493;373;122;1766;806;251;960;102;92;3
389;1.0709e-14;220;1586;34001;18733;1;2400;749;3493;360;127;1693;759;233;934;102;91;3
390;1.07834e-14;239;1568;34183;18823;1;2393;742;3494;360;116;1768;844;244;924;102;91;3
391;1.08615e-14;222;1580;34356;18909;1;2401;769;3494;390;102;1737;776;288;961;101;92;3
392;1.09363e-14;213;1583;34513;18987;1;2417;767;3495;363;105;1782;756;258;1026;101;91;3
393;1.10043e-14;219;1603;34634;19061;1;2444;733;3495;375;102;1771;771;273;1000;101;90;3
394;1.10689e-14;210;1622;34793;19138;1;2461;760;3496;373;99;1772;787;274;985;100;91;3
395;1.11363e-14;188;1605;34970;19199;1;2461;732;3496;376;88;1640;791;288;849;100;89;3
396;1.11898e-14;201;1584;35128;19284;1;2463;756;3496;355;107;1802;802;248;1000;99;89;3
397;1.12644e-14;198;1540;35308;19351;1;2454;724;3497;385;115;1747;774;270;973;99;89;3
398;1.13234e-14;214;1548;35463;19430;1;2458;766;3497;379;90;1785;814;289;971;99;90;3
399;1.1393e-14;207;1523;35596;19506;1;2475;747;3498;385;106;1763;796;279;967;98;90;3
400;1.14602e-14;213;1600;35755;19584;1;2478;722;3498;366;105;1777;759;261;1018;98;89;3
401;1.15293e-14;204;1609;35943;19651;1;2465;703;3499;341;119;1738;797;222;941;98;90;3
402;1.15887e-14;185;1605;36151;19713;1;2443;665;3499;372;122;1717;791;250;926;98;88;3
403;1.16438e-14;177;1598;36370;19808;1;2405;656;3499;332;97;1793;811;235;982;98;89;3
404;1.17283e-14;206;1581;36520;19891;1;2401;680;3500;362;82;1722;802;280;920;98;90;3
405;1.18024e-14;174;1576;36692;19983;1;2390;633;3500;337;98;1761;797;239;964;98;90;3
406;1.18847e-14;201;1578;36881;20060;1;2364;632;3501;310;73;1752;852;237;900;98;91;3
407;4.20775e-15;139;1148;13390;10116;1;2248;622;3501;302;58;1766;463;244;1303;97;91;3
408;4.26225e-15;155;1333;13922;10213;1;2050;595;3502;305;82;1766;630;223;1136;97;91;3
409;4.32401e-15;187;1341;14435;10291;1;1856;588;3502;298;88;1775;727;210;1048;97;89;3
410;4.37389e-15;177;1429;14882;10387;1;1703;586;3502;292;82;1818;696;210;1122;96;89;3
411;4.43554e-15;154;1490;15292;10474;1;1572;548;3503;270;92;1803;723;178;1080;95;90;3
412;4.49166e-15;139;1509;15668;10571;1;1455;549;3503;250;72;1740;748;178;992;95;88;3
413;4.55451e-15;171;1497;15980;10663;1;1363;490;3504;287;75;1736;764;212;972;94;89;3
414;4.61438e-15;147;1594;16258;10742;1;1285;534;3504;249;80;1782;747;169;1035;94;88;3
415;4.66601e-15;140;1557;16515;10829;1;1222;426;3405;278;68;1772;806;210;966;95;88;3
416;4.72308e-15;103;1515;16783;10924;1;1144;538;3505;222;46;1721;824;176;897;94;89;3
417;4.78501e-15;132;1585;17003;11014;1;1092;540;3505;250;72;1756;722;178;1034;94;89;3
418;4.84522e-15;154;1582;17273;11103;1;1021;498;3506;284;80;1754;751;204;1003;94;87;3
419;4.90435e-15;119;1593;17493;11187;1;967;516;3506;241;70;1737;802;171;935;94;87;3
420;4.96038e-15;148;1608;17679;11274;1;929;520;3507;243;64;1726;747;179;979;93;87;3
421;5.01863e-15;139;1596;17857;11350;1;898;505;3507;279;62;1705;825;217;880;94;87;3
422;5.0697e-15;115;1660;18005;11443;1;879;483;3507;237;73;1765;749;164;1016;93;87;3
423;5.13243e-15;126;1668;18197;11540;1;824;509;3508;259;70;1741;791;189;950;93;87;3
424;5.19814e-15;126;1577;18362;11629;1;800;483;3508;235;67;1790;795;168;995;92;85;3
425;5.25867e-15;122;1642;18492;11701;1;798;510;3509;241;60;1833;787;181;1046;92;85;3
426;5.30781e-15;138;1607;18616;11794;1;796;519;3509;277;65;1792;827;212;965;91;86;3
427;5.37151e-15;131;1605;18688;11900;1;823;488;3509;228;73;1761;835;155;926;91;85;3
428;5.44443e-15;114;1578;18816;11981;1;816;518;3510;233;70;1725;800;163;925;91;84;3
429;5.50037e-15;134;1568;18946;12062;1;805;491;3510;269;65;1763;797;204;966;90;84;3
430;5.5565e-15;131;1621;19029;12156;1;821;466;3511;245;64;1812;767;181;1045;90;84;3
431;5.62187e-15;133;1679;19166;12230;1;806;463;3511;286;67;1756;774;219;982;91;84;3
432;5.67352e-15;139;1679;19303;12311;1;793;462;3511;235;52;1731;828;183;903;91;83;3
433;5.73024e-15;114;1655;19403;12397;1;801;509;3512;231;61;1843;823;170;1020;91;84;3
434;5.79066e-15;146;1640;19471;12480;1;823;498;3512;245;67;1757;826;178;931;91;82;3
435;5.84917e-15;143;1688;19584;12557;1;826;508;3513;260;69;1742;796;191;946;90;83;4
436;5.90363e-15;135;1630;19690;12643;1;832;467;3513;283;81;1723;821;202;902;89;81;4
437;5.96466e-15;129;1561;19834;12738;1;810;501;3513;225;64;1811;827;161;984;89;82;4
438;6.03231e-15;143;1600;19952;12814;1;812;508;3514;246;70;1818;822;176;996;90;82;4
439;6.08662e-15;124;1605;20029;12906;1;828;513;3514;251;67;1614;827;184;787;89;83;4
440;6.15258e-15;127;1631;20133;12982;1;831;502;3514;224;60;1794;821;164;973;90;82;4
441;6.20724e-15;140;1583;20235;13079;1;833;507;3515;255;70;1745;787;185;958;90;83;4
442;6.27725e-15;151;1633;20318;13160;1;842;502;3515;244;68;1784;840;176;944;90;82;4
443;6.33591e-15;144;1616;20426;13233;1;839;514;3516;271;72;1710;867;199;843;90;83;4
444;6.38893e-15;146;1608;20547;13307;1;846;506;3516;252;71;1759;777;181;982;89;83;4
445;6.44283e-15;130;1655;20677;13401;1;829;491;3516;241;62;1789;797;179;992;89;82;4
446;6.51152e-15;131;1666;20772;13470;1;833;504;3517;230;76;1740;850;154;890;89;82;4
447;6.56209e-15;137;1755;20871;13539;1;833;510;3517;240;84;1736;846;156;890;88;82;4
448;6.6128e-15;163;1721;20975;13624;1;833;469;3517;248;53;1711;881;195;830;89;81;4
449;6.67544e-15;143;1614;21043;13711;1;862;541;3518;254;62;1794;857;192;937;88;82;4
450;6.73976e-15;159;1585;21141;13799;1;866;512;3518;257;84;1744;858;173;886;87;82;4
451;6.80503e-15;127;1630;21225;13893;1;875;466;3519;238;79;1753;765;159;988;87;79;4
452;6.87498e-15;128;1644;21346;13962;1;857;521;3519;268;57;1777;835;211;942;86;80;4
453;6.92647e-15;140;1642;21443;14033;1;860;470;3519;258;69;1801;849;189;952;85;79;4
454;6.9796e-15;136;1687;21541;14103;1;862;536;3520;200;66;1783;795;134;988;85;80;4
455;7.03211e-15;174;1657;21662;14190;1;853;497;3520;256;74;1763;838;182;925;85;79;4
456;7.09756e-15;141;1695;21736;14261;1;876;506;3520;240;79;1827;809;161;1018;85;79;4
457;7.15112e-15;139;1599;21878;14340;1;860;506;3521;226;74;1652;847;152;805;86;79;4
458;7.21087e-15;123;1637;21973;14415;1;865;482;3521;255;69;1738;808;186;930;86;79;4
459;7.26775e-15;140;1643;22102;14501;1;851;481;3521;242;70;1727;840;172;887;84;79;4
460;7.33316e-15;150;1654;22231;14582;1;837;480;3522;221;67;1686;795;154;891;83;79;4
461;7.39495e-15;152;1694;22325;14675;1;848;522;3522;233;65;1728;826;168;902;83;79;4
462;7.4661e-15;153;1714;22402;14755;1;875;426;3423;267;74;1727;832;193;895;84;80;4
463;7.52672e-15;118;1602;22508;14831;1;870;532;3523;194;62;1752;788;132;964;83;80;4
464;7.58596e-15;125;1648;22556;14885;1;902;536;3523;288;69;1787;805;219;982;82;79;4
465;7.6276e-15;137;1676;22611;14969;1;932;520;3524;277;77;1748;802;200;946;82;80;4
466;7.69252e-15;155;1692;22687;15041;1;943;524;3524;221;81;1717;812;140;905;82;80;4
467;7.74832e-15;155;1643;22788;15121;1;958;513;3524;285;80;1779;867;205;912;81;79;4
468;7.81047e-15;160;1688;22861;15199;1;983;511;3525;238;73;1767;856;165;911;81;78;4
469;7.87123e-15;150;1638;22966;15272;1;983;515;3525;261;82;1832;801;179;1031;82;78;4
470;7.92824e-15;148;1673;23057;15336;1;990;471;3525;242;71;1729;826;171;903;82;77;4
471;7.97833e-15;141;1610;23138;15407;1;1004;527;3526;235;74;1695;831;161;864;82;78;4
472;8.03402e-15;137;1702;23240;15486;1;999;532;3526;266;72;1730;773;194;957;81;78;4
473;8.09614e-15;143;1734;23292;15575;1;1035;520;3526;277;84;1706;852;193;854;81;78;4
474;8.16632e-15;140;1689;23431;15651;1;1023;521;3527;224;69;1789;861;155;928;82;78;4
475;8.2264e-15;147;1661;23551;15738;1;1016;530;3527;287;67;1724;791;220;933;81;78;4
476;8.29537e-15;154;1682;23646;15799;1;1021;498;3527;274;72;1714;791;202;923;81;78;4
477;8.34384e-15;126;1646;23767;15869;1;1009;515;3528;246;88;1778;823;158;955;81;78;4
478;8.39957e-15;142;1618;23881;15933;1;1002;514;3528;264;65;1705;816;199;889;81;77;4
479;8.45064e-15;141;1624;23970;16005;1;1015;515;3528;259;83;1824;795;176;1029;81;77;4
480;8.50741e-15;158;1680;24045;16065;1;1026;445;3529;239;80;1743;840;159;903;81;76;4
481;8.55629e-15;140;1697;24146;16137;1;1023;477;3529;224;85;1795;803;139;992;81;77;4
482;8.6141e-15;153;1667;24244;16216;1;1020;491;3529;208;70;1793;820;138;973;80;77;4
483;8.67769e-15;148;1688;24296;16287;1;1047;454;3530;264;71;1822;826;193;996;80;76;4
484;8.73416e-15;142;1717;24396;16358;1;1048;470;3530;220;76;1807;878;144;929;80;76;5
485;8.79237e-15;119;1718;24501;16428;1;1048;382;3430;216;78;1821;778;138;1043;81;76;5
486;8.84909e-15;110;1684;24613;16505;1;1032;474;3531;208;58;1733;832;150;901;79;75;5
487;8.91162e-15;153;1669;24718;16560;1;1022;368;3431;233;54;1735;868;179;867;80;75;5
488;8.95638e-15;128;1686;24818;16622;1;1021;460;3531;184;65;1709;847;119;862;80;75;5
489;9.00692e-15;134;1694;24877;16705;1;1041;359;3432;275;56;1778;807;219;971;81;74;5
490;9.07473e-15;101;1672;24966;16779;1;1041;470;3532;168;61;1706;818;107;888;79;74;5
491;9.13533e-15;139;1673;25087;16837;1;1022;455;3532;242;69;1815;864;173;951;79;74;5
492;9.18292e-15;117;1680;25169;16907;1;1025;419;3533;222;75;1757;875;147;882;78;74;5
493;9.24047e-15;131;1673;25282;16988;1;1012;439;3533;218;58;1815;861;160;954;78;73;5
494;9.30721e-15;122;1710;25361;17036;1;1021;447;3533;207;56;1780;774;151;1006;78;73;5
495;9.34683e-15;127;1676;25443;17110;1;1026;399;3534;251;66;1813;825;185;988;78;73;5
496;9.40804e-15;142;1636;25545;17167;1;1007;443;3534;199;60;1878;836;139;1042;78;73;5
497;9.45527e-15;119;1659;25639;17247;1;999;457;3534;203;76;1702;805;127;897;78;72;5
498;9.52169e-15;128;1610;25710;17334;1;1008;395;3535;222;62;1835;774;160;1061;77;72;5
499;9.5941e-15;123;1629;25815;17394;1;995;393;3535;187;63;1785;803;124;982;77;72;5
500;9.64415e-15;138;1702;25882;17444;1;1003;403;3535;173;61;1766;819;112;947;77;72;5
501;9.68592e-15;101;1731;25993;17515;1;987;394;3536;220;58;1701;883;162;818;76;72;5
502;9.74534e-15;106;1726;26049;17581;1;1003;341;3436;163;54;1760;857;109;903;77;72;5
503;9.80069e-15;108;1635;26169;17651;1;974;356;3436;185;55;1684;837;130;847;77;72;5
504;9.8595e-15;123;1657;26266;17713;1;951;412;3537;201;42;1696;802;159;894;75;72;5
505;9.91169e-15;136;1682;26347;17772;1;950;354;3437;206;60;1839;875;146;964;76;72;5
506;9.96144e-15;121;1647;26423;17842;1;954;420;3537;161;67;1720;876;94;844;74;71;5
507;1.00206e-14;141;1615;26489;17895;1;955;361;3437;220;72;1802;864;148;938;75;71;5
508;1.00654e-14;99;1626;26610;17964;1;934;441;3538;196;55;1753;827;141;926;75;71;5
509;1.01239e-14;98;1658;26673;18023;1;935;404;3538;221;63;1696;820;158;876;74;71;5
510;1.0174e-14;120;1696;26766;18072;1;926;421;3538;197;55;1779;833;142;946;74;71;5
511;1.02157e-14;126;1697;26832;18140;1;935;427;3539;195;57;1797;838;138;959;73;71;5
512;1.02736e-14;155;1661;26911;18203;1;934;422;3539;196;71;1768;817;125;951;72;71;5
513;1.03274e-14;121;1619;26982;18274;1;934;374;3539;183;89;1761;829;94;932;72;70;5
514;1.03881e-14;110;1620;27062;18338;1;926;372;3540;199;57;1743;792;142;951;72;70;5
515;1.04429e-14;109;1656;27138;18396;1;929;329;3540;196;53;1810;807;143;1003;72;69;5
516;1.04927e-14;114;1664;27196;18458;1;934;347;3540;154;53;1829;866;101;963;72;70;5
517;1.0546e-14;106;1620;27270;18530;1;933;318;3541;190;56;1763;822;134;941;73;70;5
518;1.0608e-14;111;1733;27333;18584;1;935;313;3541;158;49;1755;803;109;952;72;70;5
519;1.06545e-14;87;1751;27407;18654;1;931;316;3541;167;60;1798;873;107;925;71;70;5
520;1.0715e-14;110;1753;27498;18711;1;916;335;3541;155;49;1769;887;106;882;72;69;5
521;1.07643e-14;94;1687;27575;18777;1;915;348;3542;179;54;1723;865;125;858;71;69;5
522;1.08215e-14;121;1709;27652;18847;1;908;310;3542;176;62;1748;873;114;875;71;68;5
523;1.08823e-14;92;1661;27697;18918;1;931;315;3542;148;62;1813;887;86;926;70;68;5
524;1.09441e-14;78;1717;27780;18968;1;915;339;3543;167;57;1754;847;110;907;70;68;5
525;1.09877e-14;84;1695;27844;19034;1;916;365;3543;188;43;1770;843;145;927;70;68;5
526;1.10453e-14;104;1686;27894;19093;1;922;313;3543;172;38;1747;828;134;919;70;68;5
527;1.10969e-14;99;1641;28009;19165;1;890;368;3544;174;41;1803;839;133;964;69;68;5
528;1.11599e-14;111;1686;28053;19236;1;901;301;3544;179;49;1757;819;130;938;70;68;5
529;1.12222e-14;108;1696;28137;19286;1;894;359;3544;148;45;1675;851;103;824;70;67;5
530;1.12662e-14;129;1642;28201;19355;1;899;360;3544;169;66;1793;886;103;907;70;68;5
531;1.13269e-14;105;1665;28267;19415;1;900;319;3545;164;57;1680;872;107;808;70;68;5
532;1.13798e-14;85;1719;28362;19487;1;879;366;3545;170;52;1740;828;118;912;70;68;5
533;1.14434e-14;77;1788;28461;19541;1;858;322;3545;171;61;1865;829;110;1036;69;68;5
534;1.14912e-14;90;1692;28564;19604;1;831;323;3546;167;44;1790;843;123;947;69;68;5
535;1.1547e-14;125;1738;28635;19654;1;823;296;3546;169;50;1848;841;119;1007;69;68;5
536;1.15913e-14;115;1739;28683;19724;1;829;273;3546;135;58;1805;895;77;910;69;68;5
537;1.16535e-14;89;1760;28784;19790;1;805;273;3546;139;56;1815;862;83;953;68;68;5
538;1.17123e-14;77;1736;28850;19850;1;799;272;3547;131;44;1777;874;87;903;68;68;5
539;1.17658e-14;83;1647;28914;19899;1;791;286;3547;143;31;1827;889;112;938;68;67;6
540;1.18095e-14;93;1712;28969;19965;1;788;266;3547;128;37;1778;854;91;924;68;67;6
541;1.18686e-14;63;1667;29037;20027;1;775;340;3548;137;40;1818;839;97;979;68;66;6
542;4.197e-15;102;1270;10404;10068.5;1;722;289;3548;187;35;1783;483;152;1300;68;67;6
543;4.2318e-15;94;1471;10623;10130.5;1;638;244;3548;145;37;1855;720;108;1135;68;66;6
544;4.27115e-15;67;1577;10786;10195.5;1;586;281;3548;128;43;1804;776;85;1028;67;67;6
545;4.31253e-15;92;1645;11005;10268.5;1;499;300;3549;132;49;1786;787;83;999;68;67;6
546;4.35916e-15;112;1623;11140;10331.5;1;459;311;3549;143;45;1837;807;98;1030;68;67;6
547;4.39954e-15;89;1644;11246;10390.5;1;441;304;3549;150;52;1777;810;98;967;68;66;6
548;4.43747e-15;80;1647;11369;10452.5;1;406;311;3550;142;37;1802;844;105;958;67;66;6
549;4.47744e-15;89;1633;11444;10520.5;1;401;300;3550;139;32;1750;861;107;889;67;66;6
550;4.52142e-15;92;1651;11533;10591.5;1;385;212;3450;164;52;1797;865;112;932;68;66;6
551;4.5675e-15;79;1693;11586;10651.5;1;385;327;3550;98;30;1783;807;68;976;67;66;6
552;4.60656e-15;89;1707;11659;10719.5;1;377;328;3551;187;50;1717;868;137;849;67;66;6
553;4.65096e-15;115;1713;11748;10781.5;1;363;269;3551;190;56;1764;835;134;929;66;65;6
554;4.69157e-15;77;1707;11822;10840.5;1;363;312;3551;141;44;1762;876;97;886;66;65;6
