step;volume;A_0;B_0;C;L;p;Compl;Aext;Bext;A_ingresso;A_uscita;B_ingresso;B_uscita;A_netto;B_netto;Avicino;Amedio;Alontano
508;4.18816e-15;56;581;10697;10008;1;2;455;3538;495;154;563;132;341;431;76;68;5
508;4.18816e-15;56;581;10697;10008;1;2;429;3538;483;147;508;136;336;372;76;68;5
509;4.19384e-15;133;1323;10653;10067;1;49;446;3538;255;50;1793;536;205;1257;75;68;5
509;4.19384e-15;143;1313;10656;10075;1;50;399;3538;223;55;1787;494;168;1293;75;68;5
510;4.23117e-15;139;1619;10598;10143;1;121;440;3538;215;70;1775;769;145;1006;74;69;5
510;4.23624e-15;126;1594;10587;10133;1;134;383;3538;201;62;1827;716;139;1111;74;67;5
511;4.27941e-15;130;1703;10559;10193;1;185;337;3439;215;66;1840;876;149;964;75;68;5
511;4.27305e-15;122;1598;10560;10184;1;188;329;3439;213;66;1680;821;147;859;75;68;5
512;4.31125e-15;118;1658;10600;10241;1;199;429;3539;172;50;1753;848;122;905;74;68;5
512;4.30552e-15;108;1705;10564;10249;1;219;409;3539;169;69;1687;818;100;869;74;68;5
513;4.34189e-15;132;1686;10624;10318;1;222;422;3539;221;53;1805;813;168;992;74;68;5
513;4.34637e-15;112;1697;10580;10315;1;248;409;3539;181;59;1806;850;122;956;74;68;5
514;4.39056e-15;129;1700;10626;10377;1;268;426;3540;207;57;1910;860;150;1050;74;69;5
514;4.38927e-15;116;1685;10652;10363;1;244;398;3540;207;60;1733;906;147;827;74;69;5
515;4.4291e-15;113;1737;10635;10437;1;303;425;3540;204;72;1809;854;132;955;74;69;5
515;4.4201e-15;136;1710;10666;10438;1;278;391;3540;201;63;1768;867;138;901;74;69;5
516;4.46776e-15;148;1717;10656;10475;1;331;397;3540;185;58;1793;860;127;933;73;69;5
516;4.46841e-15;120;1668;10706;10498;1;297;378;3540;200;72;1779;893;128;886;73;69;5
517;4.4923e-15;119;1757;10691;10536;1;352;391;3541;192;58;1736;846;134;890;73;70;5
517;4.50653e-15;143;1618;10768;10556;1;294;382;3541;144;67;1759;866;77;893;73;70;5
518;4.53179e-15;123;1722;10753;10599;1;360;402;3541;196;57;1757;932;139;825;73;71;5
518;4.54477e-15;133;1684;10809;10630;1;309;397;3541;187;76;1760;834;111;926;73;71;5
519;4.5727e-15;121;1705;10821;10645;1;362;401;3541;222;53;1751;848;169;903;73;70;5
519;4.59287e-15;110;1669;10852;10674;1;328;380;3541;192;69;1785;834;123;951;73;70;5
520;4.60265e-15;106;1793;10885;10702;1;369;345;3541;206;60;1751;824;146;927;73;70;5
520;4.62091e-15;116;1685;10873;10720;1;357;329;3541;184;60;1777;832;124;945;73;70;5
521;4.63984e-15;104;1694;10937;10747;1;379;363;3542;193;60;1743;902;133;841;73;69;5
521;4.65096e-15;116;1742;10951;10785;1;349;347;3542;169;47;1724;845;122;879;73;69;5
522;4.66928e-15;123;1732;11008;10813;1;373;390;3542;191;49;1788;793;142;995;73;70;5
522;4.69419e-15;97;1756;11014;10851;1;352;377;3542;173;57;1728;833;116;895;73;69;5
523;4.71257e-15;127;1671;11092;10864;1;360;354;3542;213;71;1710;843;142;867;73;68;5
