step;volume;A_0;B_0;C;L;p;Compl;Aext;Bext;A_ingresso;A_uscita;B_ingresso;B_uscita;A_netto;B_netto;Avicino;Amedio;Alontano
486;4.18816e-15;47;602;12592;10012;1;3;414;3531;521;132;505;136;389;369;80;73;5
487;4.19637e-15;112;1374;12538;10093;1;64;448;3531;213;38;1780;509;175;1271;80;73;5
488;4.24765e-15;121;1595;12473;10167;1;143;419;3531;229;72;1800;759;157;1041;80;72;5
489;4.29469e-15;118;1679;12459;10248;1;190;415;3532;203;59;1826;806;144;1020;79;73;5
490;4.34637e-15;119;1630;12469;10319;1;224;421;3532;220;69;1793;876;151;917;79;73;5
491;4.3912e-15;116;1683;12472;10395;1;269;456;3532;222;56;1753;861;166;892;79;72;5
492;4.44069e-15;102;1683;12489;10451;1;301;420;3533;246;65;1763;886;181;877;79;72;5
493;4.4768e-15;116;1689;12497;10519;1;341;407;3533;221;59;1761;811;162;950;78;72;5
494;4.52078e-15;107;1763;12540;10587;1;370;432;3533;189;60;1786;889;129;897;78;71;5
495;4.5649e-15;147;1733;12594;10653;1;377;426;3534;214;51;1663;884;163;779;78;71;5
496;4.60721e-15;121;1716;12653;10702;1;389;440;3534;206;75;1734;858;131;876;78;71;5
497;4.63984e-15;116;1728;12712;10773;1;413;414;3534;219;65;1735;842;154;893;78;71;5
498;4.68632e-15;108;1730;12785;10854;1;421;412;3535;201;72;1728;849;129;879;78;70;5
499;4.73953e-15;141;1736;12844;10923;1;433;447;3535;209;51;1774;844;158;930;78;70;5
500;4.78501e-15;123;1752;12907;10994;1;447;438;3535;197;81;1798;820;116;978;78;69;5
501;4.83197e-15;120;1721;12989;11057;1;451;420;3536;218;65;1790;836;153;954;77;68;5
502;4.87376e-15;134;1710;13074;11141;1;448;438;3536;194;58;1660;842;136;818;77;68;5
503;4.92967e-15;137;1731;13141;11211;1;456;420;3536;205;77;1683;859;128;824;77;69;5
504;4.97642e-15;121;1732;13216;11288;1;464;404;3537;211;58;1786;860;153;926;77;68;5
505;5.02802e-15;125;1702;13299;11360;1;463;409;3537;214;72;1754;874;142;880;77;69;5
506;5.07644e-15;148;1684;13392;11426;1;447;416;3537;182;67;1850;825;115;1025;77;68;5
507;5.12095e-15;136;1727;13480;11490;1;442;423;3537;204;65;1775;840;139;935;77;68;5
508;5.16424e-15;131;1750;13551;11555;1;453;363;3538;210;62;1765;818;148;947;76;68;5
509;5.20833e-15;105;1719;13616;11625;1;459;376;3538;167;63;1770;870;104;900;75;68;5
510;5.25595e-15;112;1674;13661;11684;1;477;351;3538;187;48;1843;854;139;989;74;67;5
511;5.2962e-15;107;1737;13756;11749;1;464;348;3539;182;70;1751;811;112;940;74;67;5
512;5.34066e-15;85;1685;13818;11811;1;472;365;3539;165;47;1733;892;118;841;74;68;5
513;5.38319e-15;101;1656;13901;11877;1;459;353;3539;186;64;1709;852;122;857;74;68;5
514;5.42858e-15;104;1675;13989;11949;1;446;360;3540;170;52;1836;792;118;1044;74;69;5
515;5.47824e-15;86;1703;14065;12005;1;447;350;3540;172;56;1753;838;116;915;74;69;5
516;5.51698e-15;97;1723;14113;12070;1;457;336;3540;165;64;1791;890;101;901;73;69;5
517;5.56205e-15;103;1723;14178;12134;1;461;326;3541;153;59;1760;872;94;888;73;70;5
518;5.60655e-15;95;1632;14263;12201;1;452;332;3541;162;43;1762;855;119;907;73;70;5
519;5.65326e-15;84;1727;14345;12277;1;443;303;3541;176;47;1825;798;129;1027;73;70;5
520;5.70641e-15;92;1677;14428;12343;1;430;312;3541;165;42;1782;823;123;959;73;70;5
521;5.75269e-15;79;1709;14459;12393;1;450;302;3542;153;43;1701;866;110;835;73;69;5
522;5.78784e-15;80;1698;14518;12460;1;453;311;3542;160;40;1798;832;120;966;73;69;5
523;5.83505e-15;87;1714;14598;12527;1;443;313;3542;140;60;1856;855;80;1001;73;68;5
524;5.88239e-15;89;1676;14645;12581;1;453;318;3543;151;44;1729;826;107;903;73;68;5
525;5.92064e-15;113;1705;14711;12640;1;449;309;3543;151;46;1802;854;105;948;73;69;5
526;5.96252e-15;87;1693;14814;12716;1;428;328;3543;160;55;1810;892;105;918;72;69;5
527;6.01662e-15;96;1711;14847;12782;1;443;312;3544;156;46;1696;866;110;830;72;68;5
528;6.06373e-15;99;1716;14923;12845;1;438;314;3544;177;38;1845;816;139;1029;72;68;5
529;6.10882e-15;99;1689;14979;12914;1;438;309;3544;161;56;1769;871;105;898;72;68;5
530;6.15832e-15;95;1708;15041;12974;1;435;318;3544;159;45;1803;807;114;996;72;67;5
531;6.20148e-15;98;1670;15090;13022;1;435;312;3545;159;50;1777;904;109;873;70;67;5
532;6.23608e-15;104;1625;15137;13077;1;445;272;3545;136;39;1828;829;97;999;71;66;5
533;6.2758e-15;91;1635;15218;13134;1;436;261;3545;131;48;1825;784;83;1041;70;67;5
534;6.31706e-15;84;1710;15293;13198;1;425;276;3546;125;45;1720;848;80;872;70;67;5
535;6.36349e-15;94;1664;15353;13257;1;417;297;3546;138;41;1704;823;97;881;70;66;5
536;6.4064e-15;86;1679;15395;13317;1;423;280;3546;152;41;1920;874;111;1046;70;67;5
537;6.45013e-15;112;1681;15451;13382;1;422;306;3546;144;36;1770;844;108;926;69;67;5
538;6.49762e-15;88;1688;15546;13442;1;402;265;3547;163;51;1803;866;112;937;69;68;6
539;6.54155e-15;85;1763;15589;13496;1;407;282;3547;124;35;1789;840;89;949;69;68;6
540;6.58118e-15;100;1772;15623;13559;1;423;264;3547;143;26;1778;875;117;903;69;68;6
541;6.62752e-15;79;1713;15673;13618;1;424;277;3548;129;48;1826;863;81;963;69;68;6
542;6.67101e-15;83;1727;15708;13687;1;434;271;3548;124;33;1767;846;91;921;70;68;6
543;6.72199e-15;92;1787;15754;13744;1;436;270;3548;140;50;1759;882;90;877;69;68;6
544;6.76421e-15;95;1770;15838;13808;1;423;264;3548;132;44;1760;866;88;894;69;68;6
545;6.81171e-15;73;1744;15900;13868;1;422;281;3549;132;55;1673;869;77;804;69;67;6
546;6.85635e-15;80;1692;15951;13923;1;412;246;3549;157;38;1794;856;119;938;68;67;6
547;6.89735e-15;78;1710;16014;13976;1;401;250;3549;121;39;1749;885;82;864;68;67;6
548;6.93694e-15;85;1739;16058;14042;1;401;266;3550;120;46;1773;864;74;909;69;67;6
